id_tramite,nombre_solicitante,dni_solicitante,fecha_solicitud,tipo_tramite,area_responsable,canal_entrada,monto_asociado,documentos_completos,solicitante_declara_urgencia,dias_desde_solicitud,prioridad
1708,Nadia Roca Quevedo,10.60514797/k4p7q66,2025-05-31,Pago de Impuestos,Registro Civil,Telefónico,807.72,False,False,31,Urgente
1709,Alex Teófilo Escudero Alegria,10.53415433/o9v5a37,2025-06-01,Licencia de Funcionamiento,Seguridad Ciudadana,Presencial,1542.47,True,False,30,Media
1710,Luisina Bru,10.52903547/j7f9s68,2025-06-23,Pago de Impuestos,Seguridad Ciudadana,Presencial,7908.39,True,False,8,Baja
1711,Leyre Múgica Chaparro,10.97177560/e2x6m41,2025-06-22,Licencia de Construcción,Servicios Públicos,Presencial,51241.83,True,False,9,Baja
1712,Anastasia Soria,10.68954634/e9w7j00,2025-05-05,Pago de Impuestos,Seguridad Ciudadana,En Línea,6486.46,True,False,57,Media
1713,Gema Belda Garay,10.96172343/k9m0o74,2025-06-12,Licencia de Funcionamiento,Registro Civil,Presencial,2488.98,True,False,19,Media
1714,Fabián Sierra-Melero,10.98211724/i4e7o62,2025-06-11,Solicitud de Partida de Nacimiento,Registro Civil,Presencial,0.0,False,False,20,Urgente
1715,Plácido Asensio Sevilla,10.55406258/m6h4t48,2025-05-15,Permiso para Evento Público,Registro Civil,En Línea,675.39,False,False,47,Urgente
1716,Chus Falcó Rodríguez,10.21438764/c5e7e24,2025-05-11,Pago de Impuestos,Servicios Públicos,En Línea,7467.04,True,True,51,Urgente
1717,Vasco Albano Hoyos Palma,10.3339420/i1e8s32,2025-05-17,Licencia de Construcción,Servicios Públicos,En Línea,96604.34,True,False,45,Alta
1718,Eric Artemio Aller Muro,10.94629187/w0i3j21,2025-05-15,Licencia de Construcción,Servicios Públicos,Presencial,186401.68,False,False,47,Urgente
1719,Custodio Maldonado Núñez,10.49493008/e3a8o19,2025-05-16,Solicitud de Partida de Nacimiento,Tesorería,Telefónico,0.0,True,False,46,Media
1720,Encarnita Posada Godoy,10.85242520/q3m8g09,2025-06-30,Pago de Impuestos,Tesorería,Presencial,9079.32,False,False,1,Alta
1721,Benita Cano Vall,10.11011533/c4a9l89,2025-06-24,Licencia de Funcionamiento,Seguridad Ciudadana,Presencial,1431.18,True,True,7,Media
1722,Albano Calderon Piñol,10.32717744/u3h0h98,2025-05-23,Licencia de Funcionamiento,Desarrollo Urbano,Telefónico,959.57,False,False,39,Urgente
1723,Roxana Agustí,10.90085510/n2r0g25,2025-06-21,Permiso para Evento Público,Registro Civil,Presencial,294.71,True,False,10,Baja
1724,Débora Alegre Roldán,10.94538949/r2f8o74,2025-06-28,Permiso para Evento Público,Tesorería,En Línea,557.74,True,False,3,Baja
1725,Ramona Murcia-Corbacho,10.73710903/z7b3b10,2025-05-24,Licencia de Construcción,Tesorería,Presencial,154743.65,True,False,38,Alta
1726,Fabián del Tormo,10.12365918/p9z3p85,2025-05-02,Permiso para Evento Público,Desarrollo Urbano,En Línea,1391.44,True,False,60,Media
1727,Filomena Arregui-Saura,10.42392543/c1p7r42,2025-06-13,Permiso para Evento Público,Servicios Públicos,En Línea,1408.67,True,False,18,Media
1728,Nicodemo Ortiz Viñas,10.85993204/u4h6p88,2025-05-14,Reclamo de Servicio,Tesorería,En Línea,0.0,True,False,48,Urgente
1729,Verónica Herranz,10.87300944/q8q2l63,2025-06-24,Solicitud de Partida de Nacimiento,Desarrollo Urbano,En Línea,0.0,True,False,7,Baja
1730,Lucas Julián,10.20283012/h5t4q69,2025-06-26,Permiso para Evento Público,Servicios Públicos,En Línea,935.15,True,False,5,Baja
1731,Valentín Hervás Cañellas,10.85916694/i3u9t38,2025-05-28,Licencia de Funcionamiento,Servicios Públicos,En Línea,1263.55,True,False,34,Media
1732,Sofía Cabanillas Manzanares,10.23219198/m4k4t23,2025-05-27,Reclamo de Servicio,Registro Civil,Presencial,0.0,True,False,35,Urgente
1733,Aitana Conesa Cerdán,10.41079761/x7q2t74,2025-05-22,Reclamo de Servicio,Seguridad Ciudadana,En Línea,0.0,True,True,40,Urgente
1734,Adora Asunción Palomino Ferrer,10.12959990/v7x6k35,2025-05-17,Pago de Impuestos,Servicios Públicos,Presencial,2208.55,False,True,45,Urgente
1735,Mirta de Donoso,10.47068905/v0f5a50,2025-05-22,Solicitud de Partida de Nacimiento,Tesorería,En Línea,0.0,True,True,40,Urgente
1736,Trini Mur Salgado,10.52232480/v7i8q84,2025-06-13,Pago de Impuestos,Tesorería,Telefónico,5063.3,True,False,18,Media
1737,Luisina Leal Montaña,10.21915227/p3w5i21,2025-06-16,Pago de Impuestos,Servicios Públicos,Presencial,3452.42,True,False,15,Baja
1738,Amalia Ayllón Nieto,10.11438483/e8f7p57,2025-06-25,Licencia de Construcción,Registro Civil,En Línea,41412.84,False,False,6,Alta
1739,Marisa Valverde Valdés,10.46318042/j7h5d79,2025-06-10,Pago de Impuestos,Registro Civil,Telefónico,7127.01,False,False,21,Urgente
1740,Yéssica Lopez,10.49696511/i9v4e33,2025-05-09,Solicitud de Partida de Nacimiento,Tesorería,Telefónico,0.0,True,False,53,Media
1741,Amílcar Mármol Armas,10.66771516/n1y6b59,2025-05-25,Permiso para Evento Público,Servicios Públicos,Telefónico,1145.01,True,True,37,Urgente
1742,Amílcar Vilalta Alba,10.10808540/b0k4l79,2025-05-13,Solicitud de Partida de Nacimiento,Tesorería,Presencial,0.0,True,False,49,Media
1743,Jose Ramón Somoza Arregui,10.4879976/g1x7q68,2025-06-26,Licencia de Funcionamiento,Servicios Públicos,En Línea,1957.67,True,False,5,Baja
1744,Remigio Barrio-Gabaldón,10.42157790/s3q1w00,2025-06-07,Permiso para Evento Público,Desarrollo Urbano,En Línea,581.56,True,False,24,Media
1745,Maximiano Fiol Llorens,10.25042261/o4v6i43,2025-06-26,Licencia de Construcción,Servicios Públicos,Telefónico,104747.3,True,False,5,Baja
1746,Ligia Vilma Paz Teruel,10.75811722/q4v8u87,2025-05-21,Reclamo de Servicio,Seguridad Ciudadana,Presencial,0.0,False,False,41,Urgente
1747,Loreto Poza Lara,10.7978658/h2j3o88,2025-06-12,Pago de Impuestos,Tesorería,Presencial,8187.92,True,False,19,Media
1748,Kike Mora Rovira,10.11733077/d7y7o92,2025-06-29,Licencia de Construcción,Desarrollo Urbano,En Línea,115357.06,True,False,2,Baja
1749,Martirio Duran Rosselló,10.36361687/s5f1y43,2025-06-16,Licencia de Funcionamiento,Servicios Públicos,Presencial,1250.7,True,False,15,Baja
1750,Anabel Izquierdo Portero,10.43876410/m1q5y81,2025-06-30,Permiso para Evento Público,Servicios Públicos,Telefónico,772.8,False,False,1,Alta
1751,Jose Ramón de Agustín,10.26927374/p1q7j91,2025-05-11,Pago de Impuestos,Servicios Públicos,En Línea,6250.54,True,True,51,Urgente
1752,Miguela Suarez Cadenas,10.23823244/g3f0f10,2025-06-05,Solicitud de Partida de Nacimiento,Seguridad Ciudadana,En Línea,0.0,True,True,26,Alta
1753,Amador Rosselló Posada,10.55993049/i9j9a99,2025-05-19,Reclamo de Servicio,Desarrollo Urbano,Telefónico,0.0,True,False,43,Urgente
1754,Ariadna del Ramirez,10.4982644/i6d3h80,2025-05-12,Licencia de Construcción,Tesorería,Telefónico,149531.74,True,False,50,Alta
1755,Florentino Pont Blanch,10.5487708/f3d8t16,2025-06-06,Licencia de Construcción,Seguridad Ciudadana,En Línea,176272.08,True,False,25,Media
1756,Leire Gisbert Piña,10.18636066/k3b9l15,2025-06-30,Pago de Impuestos,Servicios Públicos,En Línea,1586.11,True,False,1,Baja
1757,Josefa Arnaiz Abascal,10.1264923/p9i0b61,2025-05-20,Reclamo de Servicio,Desarrollo Urbano,En Línea,0.0,False,False,42,Urgente
1758,Fulgencio Cortina Benitez,10.13284595/c5e9c87,2025-05-29,Licencia de Funcionamiento,Seguridad Ciudadana,Telefónico,1615.73,False,False,33,Urgente
1759,Moisés Puente,10.59299361/d2z6u68,2025-06-24,Permiso para Evento Público,Registro Civil,En Línea,411.13,True,False,7,Baja
1760,Adelina Vives,10.79361025/z5v6k69,2025-05-10,Solicitud de Partida de Nacimiento,Registro Civil,En Línea,0.0,True,False,52,Media
1761,Plácido de Lozano,10.94300844/n6z3d65,2025-06-28,Licencia de Funcionamiento,Desarrollo Urbano,Telefónico,2087.81,True,False,3,Baja
1762,Celso Palomino Vicens,10.73076332/o7a5c38,2025-06-01,Solicitud de Partida de Nacimiento,Registro Civil,En Línea,0.0,True,False,30,Media
1763,Eligia Cerro Adán,10.15650487/t6b7v00,2025-05-11,Licencia de Funcionamiento,Tesorería,Presencial,1695.04,True,True,51,Urgente
1764,Javiera Filomena Quesada Colom,10.23761482/t2u1v41,2025-05-20,Permiso para Evento Público,Registro Civil,Presencial,1085.13,True,False,42,Media
1765,René de Castells,10.8815022/h9d0k65,2025-06-29,Licencia de Construcción,Registro Civil,Telefónico,8389.38,True,False,2,Baja
1766,Joel del Cuesta,10.49181207/k0s8o59,2025-06-26,Permiso para Evento Público,Tesorería,En Línea,1484.88,True,False,5,Baja
1767,Amador Hierro Roldán,10.83695522/k9b3t68,2025-05-26,Reclamo de Servicio,Seguridad Ciudadana,Presencial,0.0,True,False,36,Urgente
1768,Olalla Cerro-Pombo,10.41669806/a2o1i56,2025-06-12,Licencia de Funcionamiento,Registro Civil,Telefónico,1225.6,True,False,19,Media
1769,Lino Gaya-Tamayo,10.64030645/r8x0m53,2025-05-03,Licencia de Construcción,Registro Civil,Telefónico,81793.45,True,False,59,Alta
1770,Ofelia Beltran Bernad,10.97025437/b5d1n44,2025-06-10,Reclamo de Servicio,Seguridad Ciudadana,Presencial,0.0,True,False,21,Alta
1771,Faustino Plana,10.27696859/s1n2d47,2025-05-16,Reclamo de Servicio,Seguridad Ciudadana,En Línea,0.0,True,False,46,Urgente
1772,Germán Patiño Casanova,10.66942784/q7w5v56,2025-06-01,Permiso para Evento Público,Registro Civil,En Línea,361.57,True,True,30,Alta
1773,Andrés de Fuertes,10.16144236/r0a4e38,2025-05-09,Permiso para Evento Público,Desarrollo Urbano,Presencial,903.95,True,False,53,Media
1774,Andrés Pazos-Seco,10.74252583/s4o8k13,2025-06-27,Solicitud de Partida de Nacimiento,Servicios Públicos,Telefónico,0.0,True,False,4,Baja
1775,Gisela Mariño Lozano,10.2788618/b2z4d81,2025-05-10,Reclamo de Servicio,Desarrollo Urbano,Presencial,0.0,False,False,52,Urgente
1776,Casemiro Miguel-Esteban,10.29207250/i2v9m26,2025-06-16,Reclamo de Servicio,Seguridad Ciudadana,Presencial,0.0,False,False,15,Urgente
1777,Marina de Grande,10.58441134/s7g5f70,2025-06-21,Solicitud de Partida de Nacimiento,Seguridad Ciudadana,Telefónico,0.0,False,False,10,Alta
1778,Apolinar del Gascón,10.68596029/s5v2j97,2025-06-07,Licencia de Construcción,Tesorería,Telefónico,143204.39,True,False,24,Media
1779,Manolo Pedrero Portillo,10.92764743/j7f9u91,2025-06-23,Licencia de Funcionamiento,Tesorería,Telefónico,1896.68,True,False,8,Baja
1780,Juanito Luque Barriga,10.10766693/t6y1b93,2025-06-20,Reclamo de Servicio,Tesorería,Telefónico,0.0,True,False,11,Media
1781,Jessica Vilar Vilalta,10.96855719/o6z9q39,2025-05-07,Reclamo de Servicio,Desarrollo Urbano,Presencial,0.0,True,False,55,Urgente
1782,Teo Avilés Santos,10.23248599/c3o5g41,2025-06-02,Licencia de Funcionamiento,Desarrollo Urbano,Telefónico,1818.0,False,True,29,Urgente
1783,Alexandra Calvet Luna,10.74016096/e8g1h22,2025-06-19,Licencia de Construcción,Tesorería,En Línea,80375.42,True,False,12,Baja
1784,Armida Albero,10.67657397/h8a3i54,2025-06-11,Reclamo de Servicio,Seguridad Ciudadana,En Línea,0.0,True,False,20,Alta
1785,Teodosio Acedo Naranjo,10.39670786/g8h4q00,2025-06-13,Reclamo de Servicio,Desarrollo Urbano,En Línea,0.0,True,False,18,Alta
1786,Luna Estevez Sobrino,10.16895905/q7k7x16,2025-05-03,Licencia de Construcción,Servicios Públicos,Telefónico,191954.8,False,False,59,Urgente
1787,Juan Antonio Huertas Lamas,10.70390966/u6x4f41,2025-06-13,Licencia de Funcionamiento,Tesorería,Telefónico,1910.49,True,False,18,Media
1788,Severo Solano-Cobo,10.69106309/p4o7k08,2025-06-07,Solicitud de Partida de Nacimiento,Registro Civil,Presencial,0.0,True,True,24,Alta
1789,Carmina Puig Jerez,10.9241380/p1u9k66,2025-06-21,Solicitud de Partida de Nacimiento,Desarrollo Urbano,En Línea,0.0,True,True,10,Media
1790,Rita Méndez Montalbán,10.38386871/q6i4f50,2025-06-30,Pago de Impuestos,Tesorería,Presencial,5838.54,True,False,1,Baja
1791,Marciano Neira,10.35877387/b4f5g43,2025-05-25,Solicitud de Partida de Nacimiento,Desarrollo Urbano,En Línea,0.0,True,False,37,Media
1792,Zacarías Edelmiro Núñez Armengol,10.87336605/t5h4c58,2025-06-06,Solicitud de Partida de Nacimiento,Servicios Públicos,Presencial,0.0,True,True,25,Alta
1793,Modesto Castrillo-Luque,10.63304250/i9l8g49,2025-06-09,Licencia de Construcción,Servicios Públicos,Telefónico,131479.36,False,False,22,Urgente
1794,Fulgencio Maximiano Almagro Portillo,10.9968727/w7x2b16,2025-06-25,Licencia de Funcionamiento,Tesorería,En Línea,959.77,True,False,6,Baja
1795,Eliseo Mir Izaguirre,10.41337161/t4z1q93,2025-05-21,Permiso para Evento Público,Seguridad Ciudadana,Telefónico,1468.84,True,False,41,Media
1796,Baudelio Jeremías Huertas Redondo,10.34999253/k7o2o51,2025-05-22,Reclamo de Servicio,Seguridad Ciudadana,En Línea,0.0,True,True,40,Urgente
1797,Heriberto Donaire Mateos,10.96897396/b9s9s52,2025-05-03,Permiso para Evento Público,Registro Civil,En Línea,369.09,True,False,59,Media
1798,Milagros Valle Maestre,10.47520700/t2u3p29,2025-06-19,Solicitud de Partida de Nacimiento,Registro Civil,Telefónico,0.0,True,True,12,Media
1799,Anabel Casado Garriga,10.44808934/o9x7n78,2025-06-07,Licencia de Funcionamiento,Servicios Públicos,Telefónico,1064.94,True,False,24,Media
1800,Roberto Solís Catalán,10.59118628/i6u5n14,2025-06-19,Licencia de Construcción,Desarrollo Urbano,En Línea,190930.1,True,False,12,Baja
1801,Silvestre del Redondo,10.44967195/h2s5r71,2025-05-12,Reclamo de Servicio,Registro Civil,Presencial,0.0,True,True,50,Urgente
1802,Cleto Navas Torralba,10.27328301/y3v2f91,2025-06-17,Licencia de Construcción,Seguridad Ciudadana,En Línea,181147.58,True,True,14,Media
1803,Ismael Gárate Caro,10.24484389/f9a9v17,2025-05-13,Permiso para Evento Público,Seguridad Ciudadana,En Línea,513.22,True,True,49,Urgente
1804,Duilio del Marco,10.8287933/v2b1f19,2025-06-12,Permiso para Evento Público,Seguridad Ciudadana,En Línea,253.35,True,False,19,Media
1805,Hermenegildo Martínez Barroso,10.92903014/m5s7e43,2025-05-22,Reclamo de Servicio,Registro Civil,Telefónico,0.0,True,False,40,Urgente
1806,Natanael Demetrio Pulido Arranz,10.33661912/y2y9o91,2025-05-05,Reclamo de Servicio,Desarrollo Urbano,Presencial,0.0,False,False,57,Urgente
1807,Ariadna Mur Cardona,10.60584641/u0t7s02,2025-06-21,Permiso para Evento Público,Desarrollo Urbano,Presencial,1285.32,True,False,10,Baja
1808,Pepito Aragón Oliva,10.81270989/y6t8l41,2025-06-20,Permiso para Evento Público,Seguridad Ciudadana,Telefónico,1469.41,False,True,11,Urgente
1809,Zaira Arribas Pastor,10.26164313/r2c1z33,2025-05-05,Licencia de Construcción,Seguridad Ciudadana,Presencial,64860.36,False,False,57,Urgente
1810,Godofredo del Mayoral,10.95685695/p8d0j16,2025-05-14,Reclamo de Servicio,Desarrollo Urbano,Telefónico,0.0,True,True,48,Urgente
1811,Luis Ángel Alonso Laguna,10.72412205/z7a7w10,2025-06-28,Licencia de Construcción,Seguridad Ciudadana,Telefónico,162757.54,True,False,3,Baja
1812,Morena de Tejera,10.79530619/j2d8h02,2025-05-12,Pago de Impuestos,Desarrollo Urbano,En Línea,5909.33,True,False,50,Media
1813,Dorotea Ledesma Rivero,10.625122/d2d8s14,2025-06-06,Pago de Impuestos,Seguridad Ciudadana,En Línea,8195.56,True,False,25,Media
1814,Fernando Benitez Pedrosa,10.9891153/s3i4x49,2025-06-01,Solicitud de Partida de Nacimiento,Tesorería,Telefónico,0.0,True,False,30,Media
1815,Blanca Esteve Ángel,10.25172954/c5p3p27,2025-06-16,Licencia de Construcción,Servicios Públicos,Telefónico,8388.14,True,False,15,Baja
1816,Seve Barriga Cabanillas,10.88891713/n4f5q05,2025-06-02,Licencia de Construcción,Servicios Públicos,Telefónico,143891.0,False,True,29,Urgente
1817,Jessica Guzman Pacheco,10.6160365/f1i6i04,2025-05-04,Licencia de Funcionamiento,Registro Civil,En Línea,648.33,True,False,58,Media
1818,Antonia Estévez Doménech,10.83349871/p1m8t58,2025-05-28,Licencia de Funcionamiento,Servicios Públicos,Telefónico,938.14,True,False,34,Media
1819,María Luisa Castrillo Mateos,10.71362514/z2s3k98,2025-06-13,Licencia de Funcionamiento,Desarrollo Urbano,En Línea,2355.46,True,False,18,Media
1820,Ibán Alba Gallart,10.36973051/i9h6t62,2025-05-13,Licencia de Funcionamiento,Registro Civil,Telefónico,2036.1,True,True,49,Urgente
1821,Estrella Cazorla Barberá,10.98289170/i5o5p26,2025-06-19,Reclamo de Servicio,Desarrollo Urbano,Presencial,0.0,False,True,12,Urgente
1822,Íñigo del Fuente,10.43183055/v1q9p98,2025-06-29,Pago de Impuestos,Servicios Públicos,En Línea,118.46,True,False,2,Baja
1823,Agustín Poza Rojas,10.69983717/t2r4z43,2025-05-21,Reclamo de Servicio,Servicios Públicos,Telefónico,0.0,True,True,41,Urgente
1824,Consuelo del Mesa,10.58087965/v7m0e73,2025-05-14,Licencia de Funcionamiento,Servicios Públicos,En Línea,876.75,False,True,48,Urgente
1825,Heraclio Carpio Bou,10.11445271/u8u5a07,2025-05-08,Licencia de Construcción,Servicios Públicos,En Línea,7306.05,True,False,54,Media
1826,Dionisio Ayala Arana,10.32004766/f0t7h77,2025-06-27,Reclamo de Servicio,Tesorería,Telefónico,0.0,True,False,4,Media
1827,Marcia Serna Maldonado,10.70512190/s5e3u98,2025-05-10,Solicitud de Partida de Nacimiento,Tesorería,En Línea,0.0,True,False,52,Media
1828,Remedios Prado Moraleda,10.75542735/b1p4y99,2025-06-18,Solicitud de Partida de Nacimiento,Tesorería,En Línea,0.0,True,False,13,Baja
1829,Domitila Montesinos Viña,10.7425832/u0c9t89,2025-05-17,Permiso para Evento Público,Seguridad Ciudadana,Presencial,1349.05,False,False,45,Urgente
1830,Anacleto Díaz Bayón,10.65636067/k6u8w54,2025-06-18,Solicitud de Partida de Nacimiento,Tesorería,En Línea,0.0,True,False,13,Baja
1831,Eustaquio Quintana Cerdán,10.532182/c5i4y73,2025-05-29,Licencia de Funcionamiento,Desarrollo Urbano,En Línea,1445.17,True,False,33,Media
1832,Emperatriz del Peiró,10.72792836/w2t2v74,2025-05-22,Reclamo de Servicio,Servicios Públicos,Presencial,0.0,True,True,40,Urgente
1833,Alicia Ferrández,10.1955335/m9u0y83,2025-05-14,Licencia de Funcionamiento,Tesorería,En Línea,2208.57,True,False,48,Media
1834,Dora Villa Roda,10.42477275/j5a9i56,2025-06-05,Reclamo de Servicio,Desarrollo Urbano,Presencial,0.0,True,True,26,Urgente
1835,Zaira Iñiguez Ferrández,10.56047189/i9w4r42,2025-05-14,Licencia de Funcionamiento,Registro Civil,Telefónico,1626.56,True,False,48,Media
1836,Alejandra del Quiroga,10.5158776/y6l9t86,2025-05-30,Pago de Impuestos,Registro Civil,Telefónico,7490.83,True,False,32,Media
1837,Paco Ismael Llano Pallarès,10.66249706/x4d1i79,2025-06-05,Permiso para Evento Público,Tesorería,En Línea,1173.41,True,False,26,Media
1838,Alexandra Gutierrez Arias,10.53550094/i3m1h49,2025-06-28,Licencia de Construcción,Registro Civil,Presencial,128840.84,False,False,3,Alta
1839,Julio César Gil Ferreras,10.62622943/f1z7g32,2025-06-11,Licencia de Construcción,Tesorería,En Línea,156700.66,False,False,20,Urgente
1840,Martirio María Dolores Arévalo Hernando,10.22249385/f3d9j36,2025-05-28,Solicitud de Partida de Nacimiento,Desarrollo Urbano,Telefónico,0.0,True,False,34,Media
1841,Manuela Heras Corbacho,10.35082156/k0q7a51,2025-05-30,Solicitud de Partida de Nacimiento,Desarrollo Urbano,En Línea,0.0,True,False,32,Media
1842,Angelino Vázquez Quiroga,10.24211445/c7o5s42,2025-06-28,Pago de Impuestos,Desarrollo Urbano,Telefónico,9305.76,True,False,3,Baja
1843,Moisés Porta Barco,10.55416920/n0v0m09,2025-05-28,Solicitud de Partida de Nacimiento,Servicios Públicos,Presencial,0.0,False,False,34,Urgente
1844,María Dolores Pizarro Barbero,10.78564486/m7t9p61,2025-05-27,Licencia de Construcción,Servicios Públicos,En Línea,39847.1,False,False,35,Urgente
1845,Rosalina Moya Cerdán,10.1675856/a6w4z41,2025-05-21,Pago de Impuestos,Tesorería,En Línea,8192.47,True,True,41,Urgente
1846,Ema Murcia Carbó,10.62859291/o9k7y66,2025-05-05,Licencia de Funcionamiento,Seguridad Ciudadana,Presencial,1605.79,True,False,57,Media
1847,Juan Francisco Silvio Sánchez Moreno,10.57664181/t7e2l17,2025-06-18,Permiso para Evento Público,Servicios Públicos,Telefónico,709.0,True,False,13,Baja
1848,Osvaldo Segismundo Arias Manso,10.94823466/j7o7x48,2025-05-20,Reclamo de Servicio,Desarrollo Urbano,Presencial,0.0,False,False,42,Urgente
1849,Josefa Iniesta Becerra,10.44471441/l0y1l83,2025-05-19,Solicitud de Partida de Nacimiento,Desarrollo Urbano,Presencial,0.0,False,True,43,Urgente
1850,Teobaldo Jacinto Oliveras Osuna,10.30155241/z9l9a16,2025-06-07,Licencia de Construcción,Registro Civil,Telefónico,41839.14,True,False,24,Media
1851,Reina Albina Heras Llabrés,10.68642886/p3n1e66,2025-06-29,Solicitud de Partida de Nacimiento,Desarrollo Urbano,Telefónico,0.0,True,False,2,Baja
1852,Gaspar Coello Puig,10.62426443/v1w1m10,2025-05-03,Licencia de Construcción,Desarrollo Urbano,En Línea,28005.29,False,False,59,Urgente
1853,Elpidio Gil Antón,10.99103938/n5b8i20,2025-06-24,Licencia de Funcionamiento,Seguridad Ciudadana,Telefónico,1998.13,True,False,7,Baja
1854,Jose Luis Palmer Rius,10.5722534/g8w3x07,2025-05-03,Solicitud de Partida de Nacimiento,Registro Civil,Presencial,0.0,True,True,59,Urgente
1855,Dora Casas Benavides,10.93020505/p4j7t13,2025-05-29,Licencia de Funcionamiento,Tesorería,Telefónico,2380.15,True,False,33,Media
1856,Fabiola Peñas-Andrés,10.75710961/o0m8b44,2025-05-05,Reclamo de Servicio,Desarrollo Urbano,En Línea,0.0,False,True,57,Urgente
1857,Miguel Barrena Perales,10.76693660/v9q1b09,2025-06-04,Reclamo de Servicio,Tesorería,Presencial,0.0,True,False,27,Alta
1858,Eutropio del Giralt,10.43647284/b2d3h57,2025-06-14,Solicitud de Partida de Nacimiento,Tesorería,En Línea,0.0,True,False,17,Media
1859,Filomena Medina,10.77642250/t6q4u60,2025-05-17,Licencia de Funcionamiento,Desarrollo Urbano,En Línea,1183.04,False,False,45,Urgente
1860,Ernesto Cantero Menéndez,10.3597105/n4u6a54,2025-05-25,Licencia de Funcionamiento,Desarrollo Urbano,Telefónico,2328.01,True,False,37,Media
1861,Juan Bautista Blasco Alemany,10.77804495/r3w8s27,2025-06-10,Licencia de Construcción,Seguridad Ciudadana,Presencial,100691.24,False,False,21,Urgente
1862,Débora Carvajal Collado,10.41204126/g3a4b36,2025-05-23,Reclamo de Servicio,Registro Civil,Presencial,0.0,True,True,39,Urgente
1863,Josep Mateu Roldan,10.40930463/i5f1d74,2025-05-05,Licencia de Funcionamiento,Seguridad Ciudadana,Presencial,844.75,True,False,57,Media
1864,Fátima Adán Moya,10.50861431/t2y0o86,2025-06-17,Permiso para Evento Público,Desarrollo Urbano,En Línea,771.32,True,False,14,Baja
1865,Glauco Sosa Puente,10.51788236/c9j3n78,2025-06-12,Solicitud de Partida de Nacimiento,Seguridad Ciudadana,Telefónico,0.0,False,False,19,Urgente
1866,René Leon Sancho,10.78595761/l9g1n17,2025-06-12,Solicitud de Partida de Nacimiento,Tesorería,Presencial,0.0,True,False,19,Media
1867,Mercedes Pedrero Paredes,10.22157203/z6j3g38,2025-05-19,Solicitud de Partida de Nacimiento,Seguridad Ciudadana,En Línea,0.0,True,False,43,Media
1868,Florencio Bravo-Duarte,10.10062922/d4y7h26,2025-05-02,Reclamo de Servicio,Tesorería,Presencial,0.0,False,False,60,Urgente
1869,Noelia Ledesma-Fabregat,10.90412135/p4s8o09,2025-06-13,Licencia de Funcionamiento,Servicios Públicos,En Línea,1031.4,False,False,18,Urgente
1870,Ibán Chaparro Lobato,10.81046608/j0q6e65,2025-05-02,Permiso para Evento Público,Tesorería,Presencial,1165.7,True,False,60,Media
1871,José Lerma-Mata,10.78830282/a9t4b05,2025-06-15,Licencia de Funcionamiento,Seguridad Ciudadana,En Línea,1450.78,True,True,16,Alta
1872,Gabino Viña Rovira,10.15416196/e1a2p44,2025-05-20,Reclamo de Servicio,Tesorería,Presencial,0.0,False,False,42,Urgente
1873,Aníbal Herrero,10.45016445/y2u6x94,2025-06-24,Reclamo de Servicio,Tesorería,Telefónico,0.0,False,False,7,Urgente
1874,Almudena Cervantes Sanz,10.58073746/f8y3t82,2025-05-25,Pago de Impuestos,Tesorería,Presencial,485.95,True,False,37,Media
1875,Marino Menendez Mendoza,10.78490674/y7q4g30,2025-05-24,Pago de Impuestos,Servicios Públicos,Presencial,680.24,False,False,38,Urgente
1876,Baldomero Adán Castell Olivé,10.95576266/j5s0q16,2025-05-06,Solicitud de Partida de Nacimiento,Seguridad Ciudadana,Telefónico,0.0,True,False,56,Media
1877,Victor Martínez Romero,10.55366444/j8a4u48,2025-06-22,Solicitud de Partida de Nacimiento,Registro Civil,En Línea,0.0,True,False,9,Baja
1878,Estrella Ruiz Prat,10.55437665/v1d2g55,2025-06-07,Licencia de Funcionamiento,Servicios Públicos,Telefónico,2022.74,False,False,24,Urgente
1879,Clotilde Salvà Perelló,10.62747028/p0c0l33,2025-05-07,Licencia de Funcionamiento,Tesorería,Telefónico,2163.53,True,True,55,Urgente
1880,Jenny Boix Fortuny,10.32500069/o3l2d77,2025-06-24,Licencia de Construcción,Desarrollo Urbano,En Línea,114981.99,True,False,7,Baja
1881,Aurelio de Huerta,10.76388402/p8m6w40,2025-05-11,Licencia de Construcción,Servicios Públicos,En Línea,79091.72,True,False,51,Alta
1882,Mónica Jove,10.13192012/v0y5q06,2025-05-27,Pago de Impuestos,Seguridad Ciudadana,Presencial,8726.96,False,False,35,Urgente
1883,Lidia Real-Palomar,10.51300641/q6e6e92,2025-06-27,Pago de Impuestos,Seguridad Ciudadana,Presencial,8005.23,True,False,4,Baja
1884,Severo Lillo-Córdoba,10.48688392/y0f3b62,2025-06-01,Permiso para Evento Público,Tesorería,En Línea,1394.76,True,False,30,Media
1885,Marcial Piquer Vega,10.33288736/g5k9v03,2025-05-25,Pago de Impuestos,Desarrollo Urbano,En Línea,5616.59,True,True,37,Urgente
1886,Cosme Valera-Montesinos,10.55501250/b5t1d81,2025-05-04,Licencia de Construcción,Seguridad Ciudadana,Telefónico,192723.04,True,False,58,Alta
1887,Marcelino Guijarro,10.68130581/j8u0c30,2025-05-22,Permiso para Evento Público,Registro Civil,Presencial,422.18,True,False,40,Media
